Van Cortlandt Park-242 St,238 St,231 St,Marble Hill-225 St,215 St,207 St,Dyckman St,191 St,181 St,168 St-Washington Hts,157 St,145 St,137 St-City College,125 St,116 St-Columbia University,Cathedral Pkwy (110 St),103 St,96 St,86 St,79 St,72 St,66 St-Lincoln Center,59 St-Columbus Circle,50 St,Times Sq-42 St,34 St-Penn Station,28 St,23 St,18 St,14 St,Christopher St-Sheridan Sq,Houston St,Canal St,Franklin St,Chambers St,WTC Cortlandt,Rector St,South Ferry Loop,South Ferry,Wakefield-241 St,Nereid Av,233 St,225 St,219 St,Gun Hill Rd,Burke Av,Allerton Av,Pelham Pkwy,Bronx Park East,E 180 St,West Farms Sq-E Tremont Av,174 St,Freeman St,Simpson St,Intervale Av,Prospect Av,Jackson Av,3 Av-149 St,149 St-Grand Concourse,135 St,116 St,Central Park North (110 St),Park Place,Fulton St,Wall St,Clark St,Borough Hall,Hoyt St,Nevins St,Atlantic Av-Barclays Ctr,Bergen St,Grand Army Plaza,Eastern Pkwy-Brooklyn Museum,Franklin Av-Medgar Evers College,President St-Medgar Evers College,Sterling St,Winthrop St,Church Av,Beverly Rd,Newkirk Av-Little Haiti,Flatbush Av-Brooklyn College,Nostrand Av,Kingston Av,Crown Hts-Utica Av,Sutter Av-Rutland Rd,Saratoga Av,Rockaway Av,Junius St,Pennsylvania Av,Van Siclen Av,New Lots Av,Harlem-148 St,Woodlawn,Mosholu Pkwy,Bedford Park Blvd-Lehman College,Kingsbridge Rd,Fordham Rd,183 St,Burnside Av,176 St,Mt Eden Av,170 St,167 St,161 St-Yankee Stadium,138 St-Grand Concourse,Bowling Green,Eastchester-Dyre Av,Baychester Av,Morris Park,Pelham Bay Park,Buhre Av,Middletown Rd,Westchester Sq-E Tremont Av,Zerega Av,Castle Hill Av,Parkchester,St Lawrence Av,Morrison Av-Soundview,Elder Av,Whitlock Av,Hunts Point Av,Longwood Av,E 149 St,E 143 St-St Mary's St,Cypress Av,Brook Av,3 Av-138 St,110 St,77 St,68 St-Hunter College,59 St,51 St,Grand Central-42 St,33 St,14 St-Union Sq,Astor Pl,Bleecker St,Spring St,Brooklyn Bridge-City Hall,Flushing-Main St,Mets-Willets Point,111 St,103 St-Corona Plaza,Junction Blvd,90 St-Elmhurst Av,82 St-Jackson Hts,74 St-Broadway,69 St,61 St-Woodside,52 St,46 St-Bliss St,40 St-Lowery St,33 St-Rawson St,Queensboro Plaza,Court Sq,Hunters Point Av,Vernon Blvd-Jackson Av,5 Av,34 St-Hudson Yards,Inwood-207 St,190 St,175 St,168 St,163 St-Amsterdam Av,155 St,81 St-Museum of Natural History,42 St-Port Authority Bus Terminal,W 4 St-Wash Sq,High St,Jay St-MetroTech,Hoyt-Schermerhorn Sts,Lafayette Av,Clinton-Washington Avs,Franklin Av,Kingston-Throop Avs,Utica Av,Ralph Av,Broadway Junction,Liberty Av,Shepherd Av,Euclid Av,Grant Av,80 St,88 St,Rockaway Blvd,104 St,Ozone Park-Lefferts Blvd,21 St-Queensbridge,Roosevelt Island,Lexington Av/63 St,57 St,9 Av,Fort Hamilton Pkwy,55 St,62 St,71 St,18 Av,20 Av,Bay Pkwy,25 Av,Bay 50 St,Norwood-205 St,Bedford Park Blvd,182-183 Sts,Tremont Av,174-175 Sts,7 Av,47-50 Sts-Rockefeller Ctr,42 St-Bryant Pk,34 St-Herald Sq,Broadway-Lafayette St,Grand St,Prospect Park,Parkside Av,Beverley Rd,Cortelyou Rd,Newkirk Plaza,Avenue H,Avenue J,Avenue M,Kings Hwy,Avenue U,Neck Rd,Sheepshead Bay,Brighton Beach,Ocean Pkwy,W 8 St-NY Aquarium,Coney Island-Stillwell Av,World Trade Center,Jamaica-179 St,169 St,Parsons Blvd,Sutphin Blvd,Briarwood,Kew Gardens-Union Tpke,75 Av,Court Sq-23 St,Lexington Av/53 St,5 Av/53 St,2 Av,Delancey St-Essex St,East Broadway,York St,Carroll St,Smith-9 Sts,4 Av-9 St,15 St-Prospect Park,Ditmas Av,Avenue I,Avenue N,Avenue P,Avenue X,Neptune Av,Jamaica Center-Parsons/Archer,Sutphin Blvd-Archer Av-JFK Airport,Jamaica-Van Wyck,Forest Hills-71 Av,67 Av,63 Dr-Rego Park,Woodhaven Blvd,Grand Av-Newtown,Elmhurst Av,Jackson Hts-Roosevelt Av,65 St,Northern Blvd,46 St,Steinway St,36 St,Queens Plaza,21 St,Greenpoint Av,Nassau Av,Metropolitan Av,Broadway,Flushing Av,Myrtle-Willoughby Avs,Bedford-Nostrand Avs,Classon Av,Aqueduct Racetrack,Aqueduct-N Conduit Av,Howard Beach-JFK Airport,Broad Channel,Beach 67 St,Beach 60 St,Beach 44 St,Beach 36 St,Beach 25 St,Far Rockaway-Mott Av,Beach 90 St,Beach 98 St,Beach 105 St,Rockaway Park-Beach 116 St,121 St,85 St-Forest Pkwy,75 St-Elderts Ln,Cypress Hills,Crescent St,Norwood Av,Cleveland St,Alabama Av,Chauncey St,Halsey St,Gates Av,Kosciuszko St,8 Av,6 Av,3 Av,1 Av,Bedford Av,Lorimer St,Graham Av,Montrose Av,Morgan Av,Jefferson St,DeKalb Av,Myrtle-Wyckoff Avs,Wilson Av,Bushwick Av-Aberdeen St,Atlantic Av,Sutter Av,Livonia Av,East 105 St,Canarsie-Rockaway Pkwy,Middle Village-Metropolitan Av,Fresh Pond Rd,Forest Av,Seneca Av,Knickerbocker Av,Central Av,Myrtle Av,Hewes St,Marcy Av,Bowery,Broad St,New Utrecht Av,S.B. Coney Island,Astoria-Ditmars Blvd,Astoria Blvd,30 Av,36 Av,39 Av-Dutch Kills,Lexington Av/59 St,5 Av/59 St,57 St-7 Av,49 St,8 St-NYU,Prince St,City Hall,Cortlandt St,Whitehall St-South Ferry,Court St,Union St,25 St,45 St,53 St,Bay Ridge Av,Bay Ridge-95 St,Park Pl,Botanic Garden,Tottenville,Arthur Kill,Richmond Valley,Pleasant Plains,Prince's Bay,Huguenot,Annadale,Eltingville,Great Kills,Bay Terrace,Oakwood Heights,New Dorp,Grant City,Jefferson Av,Dongan Hills,Old Town,Grasmere,Clifton,Stapleton,Tompkinsville,St George
101S,103S,104S,106S,107S,108S,A03S,110S,A06S,112S,113S,D13S,115S,A15S,117S,A17S,A18S,Q05S,R44S,B18S,Q03S,124S,A24S,B14S,R16S,A28S,R18S,R19S,131S,D19S,133S,134S,R23S,136S,M21S,138S,R26S,140S,142S,201S,204S,205S,206S,207S,503S,209S,210S,504S,212S,213S,214S,215S,216S,217S,218S,R34S,220S,221S,415S,A14S,A16S,227S,228S,M22S,419S,231S,423S,233S,234S,R31S,F20S,237S,238S,239S,241S,242S,243S,F27S,245S,246S,247S,A46S,249S,250S,251S,252S,A50S,254S,255S,J23S,L27S,301S,401S,402S,405S,D04S,D05S,408S,409S,410S,411S,D09S,D10S,D11S,416S,420S,501S,502S,505S,601S,602S,603S,604S,606S,607S,608S,609S,610S,611S,612S,613S,614S,615S,616S,617S,618S,619S,623S,R43S,628S,R41S,630S,901S,632S,R20S,636S,637S,A33S,640S,701S,702S,J13S,706S,707S,708S,709S,710S,711S,712S,713S,714S,715S,716S,R09S,G22S,720S,721S,724S,726S,A02S,A05S,A07S,A09S,A10S,D12S,A21S,A27S,D20S,A40S,R29S,A42S,A43S,G35S,S01S,A47S,A48S,A49S,L22S,A52S,A54S,A55S,A57S,A59S,A60S,A61S,J14S,A65S,B04S,B06S,B08S,B10S,B12S,N03S,B15S,B16S,B17S,N05S,N06S,N07S,B22S,B23S,D01S,D03S,D06S,D07S,D08S,F24S,D15S,D16S,R17S,D21S,L12S,D26S,D27S,D29S,D30S,D31S,D32S,D33S,D34S,N08S,N09S,D38S,D39S,D40S,D41S,D42S,D43S,E01S,F01S,F02S,F03S,F04S,F05S,F06S,F07S,F09S,F11S,F12S,F14S,M18S,F16S,F18S,F21S,F22S,R33S,F25S,F29S,F31S,F33S,F34S,F38S,F39S,G05S,G06S,G07S,G08S,G09S,G10S,J15S,G12S,G13S,G14S,G15S,G16S,G18S,G19S,R36S,G21S,G24S,G26S,G28S,G29S,R05S,M12S,G32S,G33S,G34S,H01S,H02S,H03S,H19S,H06S,H07S,H08S,H09S,H10S,H11S,H12S,H13S,H14S,H15S,J12S,J16S,J17S,J19S,J20S,J21S,J22S,J24S,J28S,L19S,J30S,J31S,N02S,L02S,L05S,L06S,L08S,M13S,L11S,L13S,L14S,L15S,R30S,M08S,L20S,L21S,L24S,L25S,L26S,L28S,L29S,M01S,M04S,M05S,M06S,M09S,M10S,M11S,M14S,M16S,M19S,M23S,N04S,N12S,R01S,R03S,R04S,R06S,R08S,R11S,R13S,R14S,R15S,R21S,R22S,R24S,R25S,R27S,R28S,R32S,R35S,R39S,R40S,R42S,R45S,S03S,S04S,S09S,S11S,S13S,S14S,S15S,S16S,S17S,S18S,S19S,S20S,S21S,S22S,S23S,S24S,S25S,S26S,S27S,S28S,S29S,S30S,S31S
